s
indexer,parentBountyId,proposer,index,value,dValue,fee,curator,beneficiary,unlockAt,description,meta,state,isFinal,stateSort,deposit,fiatValue,symbolPrice
"{""blockHeight"": 16240734, ""blockHash"": ""0x10362e9e53b3ae7452ff8ca4e84a184a62dcf8477143e90b40c46c5122487bb3"", ""blockTime"": 1688408298000, ""eventIndex"": 61, ""extrinsicIndex"": 3}",11,124SKuFJ8LMxbGoE1wVoiBqU25sgmLHCr1i9L86J7qCwQgRH,319,3039891029000,{'$numberDecimal': '3039891029000'},972951936200.0,1BqHUUwZ6kuRhFZTdbhPwSmwxVnGdCVJTsUf1FU2DXWtEwc,1pHpxvp2CYscDreozYQdBkJkUkLFQftxQTAwMs5M1a6GRBf,16364402.0,Task 1 - June 2023 - Tim Janssen,"{'parentBounty': 11, 'value': 3039891029000, 'fee': 972951936200, 'curatorDeposit': 486475968100, 'status': {'pendingPayout': {'curator': '1BqHUUwZ6kuRhFZTdbhPwSmwxVnGdCVJTsUf1FU2DXWtEwc', 'beneficiary': '1pHpxvp2CYscDreozYQdBkJkUkLFQftxQTAwMs5M1a6GRBf', 'unlockAt': 16364402}}}","{""indexer"": {""blockHeight"": 16365796, ""blockHash"": ""0x8ae02ba094e2142ec9038357ceb627a16ce243c57083af6544a3c30f6030a514"", ""blockTime"": 1689159282000, ""eventIndex"": 41, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,486475968100.0,1651.43397,5.4325433122090745
"{""blockHeight"": 16240734, ""blockHash"": ""0x10362e9e53b3ae7452ff8ca4e84a184a62dcf8477143e90b40c46c5122487bb3"", ""blockTime"": 1688408298000, ""eventIndex"": 56, ""extrinsicIndex"": 3}",11,124SKuFJ8LMxbGoE1wVoiBqU25sgmLHCr1i9L86J7qCwQgRH,318,8449114614000,{'$numberDecimal': '8449114614000'},972951936200.0,1BqHUUwZ6kuRhFZTdbhPwSmwxVnGdCVJTsUf1FU2DXWtEwc,13YWynHAu8F8uKZFbQwvPgJ67xizvo21HCEQU3Ke8z1XHoyT,16364402.0,Task 1 - June 2023 - Frankywild,"{'parentBounty': 11, 'value': 8449114614000, 'fee': 972951936200, 'curatorDeposit': 486475968100, 'status': {'pendingPayout': {'curator': '1BqHUUwZ6kuRhFZTdbhPwSmwxVnGdCVJTsUf1FU2DXWtEwc', 'beneficiary': '13YWynHAu8F8uKZFbQwvPgJ67xizvo21HCEQU3Ke8z1XHoyT', 'unlockAt': 16364402}}}","{""indexer"": {""blockHeight"": 16369392, ""blockHash"": ""0xf58469e09fd35daf45a56933437c389fdad440da98e073b889004b1056cc140b"", ""blockTime"": 1689180864001, ""eventIndex"": 43, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,486475968100.0,4590.01811,5.4325433122090745
"{""blockHeight"": 16240734, ""blockHash"": ""0x10362e9e53b3ae7452ff8ca4e84a184a62dcf8477143e90b40c46c5122487bb3"", ""blockTime"": 1688408298000, ""eventIndex"": 51, ""extrinsicIndex"": 3}",11,124SKuFJ8LMxbGoE1wVoiBqU25sgmLHCr1i9L86J7qCwQgRH,317,1500681066000,{'$numberDecimal': '1500681066000'},972951936200.0,1BqHUUwZ6kuRhFZTdbhPwSmwxVnGdCVJTsUf1FU2DXWtEwc,14tcZ9ibPGdMwb7XXE4QChgVuJU1xXTvDFpV3E1HpMajbBsH,16364402.0,Task 1 - June 2023 - Pastaman,"{'parentBounty': 11, 'value': 1500681066000, 'fee': 972951936200, 'curatorDeposit': 486475968100, 'status': {'pendingPayout': {'curator': '1BqHUUwZ6kuRhFZTdbhPwSmwxVnGdCVJTsUf1FU2DXWtEwc', 'beneficiary': '14tcZ9ibPGdMwb7XXE4QChgVuJU1xXTvDFpV3E1HpMajbBsH', 'unlockAt': 16364402}}}","{""indexer"": {""blockHeight"": 16377619, ""blockHash"": ""0xb0c5a22d88ffddc0cf8f78b53509b3d22d7aecfd63b1f54529678c3d5c0abd4c"", ""blockTime"": 1689230232000, ""eventIndex"": 44, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,486475968100.0,815.25149,5.4325433122090745
"{""blockHeight"": 16156304, ""blockHash"": ""0xec33dfd648d7c389db01bcfe7cbb9152140b13ec93dbfde0d284df67b748bec2"", ""blockTime"": 1687901382001, ""eventIndex"": 50, ""extrinsicIndex"": 2}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,316,214185790000000,{'$numberDecimal': '214185790000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,12QHu3wumQWxYWXvZJyYuvLSR7H9tJs3jmgdQvL4jkRdG2pn,16397983.0,ParisDotComm 2023 - 2nd allocation - July 18-20,"{'parentBounty': 17, 'value': 214185790000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '12QHu3wumQWxYWXvZJyYuvLSR7H9tJs3jmgdQvL4jkRdG2pn', 'unlockAt': 16397983}}}","{""indexer"": {""blockHeight"": 16407940, ""blockHash"": ""0x4ec0edba032d549c88be5203626ec246b306c70ce0b03f0c4aa32fc700958211"", ""blockTime"": 1689412224000, ""eventIndex"": 42, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,109157.73596,5.0964041994750655
"{""blockHeight"": 16093364, ""blockHash"": ""0xc6e2f7d4bb7c2decfad8f07f1a9a5a4a8d41fb9dfa0c366f801f8e73bcc9ccc9"", ""blockTime"": 1687523076000, ""eventIndex"": 48, ""extrinsicIndex"": 2}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,315,49387000000000,{'$numberDecimal': '49387000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,15uvBEdyLUCH4ZEjaQCcWv2afVxLRsdpRaSgMGvdHaDTiPWn,16271504.0,Social Hour @ Polkadot Decoded 2023 - June 27 - Zoe Meckbach,"{'parentBounty': 17, 'value': 49387000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '15uvBEdyLUCH4ZEjaQCcWv2afVxLRsdpRaSgMGvdHaDTiPWn', 'unlockAt': 16271504}}}","{""indexer"": {""blockHeight"": 16281289, ""blockHash"": ""0x899480c4d4a8d212976cea2f26ec18dc16e52df48a19689706b68280bd111c87"", ""blockTime"": 1688651748001, ""eventIndex"": 43, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,24251.22032,4.910446134290096
"{""blockHeight"": 16093364, ""blockHash"": ""0xc6e2f7d4bb7c2decfad8f07f1a9a5a4a8d41fb9dfa0c366f801f8e73bcc9ccc9"", ""blockTime"": 1687523076000, ""eventIndex"": 43, ""extrinsicIndex"": 2}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,314,33167000000000,{'$numberDecimal': '33167000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,15uvBEdyLUCH4ZEjaQCcWv2afVxLRsdpRaSgMGvdHaDTiPWn,16271504.0,Panel and Networking Event for the Polkadot Ecosystem - Polkadot Decoded Side Event - June 29 - WebZero,"{'parentBounty': 17, 'value': 33167000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '15uvBEdyLUCH4ZEjaQCcWv2afVxLRsdpRaSgMGvdHaDTiPWn', 'unlockAt': 16271504}}}","{""indexer"": {""blockHeight"": 16281311, ""blockHash"": ""0x4a405bbb29456dc3c568a20138f622df3616ea37cc2501ea4a699e0ff7e3174c"", ""blockTime"": 1688651880000, ""eventIndex"": 43, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,16286.47669,4.910446134290096
"{""blockHeight"": 15989699, ""blockHash"": ""0xeb4923254d3f6892dce370a4963791f4c586128173b0f6bd89fa740dcf21e434"", ""blockTime"": 1686899850000, ""eventIndex"": 42, ""extrinsicIndex"": 2}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,313,85970000000000,{'$numberDecimal': '85970000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,12Sv81DXeah1B8edXhy7EFgqc68mj9V6zYYoayjGYxSQuebA,16168028.0,"Polkadot in Blockchain Sao Paulo - Eduardo Cardoso, Maarapa, and Lui5 - June 2023","{'parentBounty': 17, 'value': 85970000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '12Sv81DXeah1B8edXhy7EFgqc68mj9V6zYYoayjGYxSQuebA', 'unlockAt': 16168028}}}","{""indexer"": {""blockHeight"": 16169049, ""blockHash"": ""0xb600ec92da69b5fe2ec8cbe3912f30992aefeea110d04c699d9173a76330566b"", ""blockTime"": 1687977894000, ""eventIndex"": 42, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,37670.00967,4.381762203761339
"{""blockHeight"": 15967350, ""blockHash"": ""0x449afc8c6722237ee24968cea87afaafd085fe9eeaae3abd54b4815286491f45"", ""blockTime"": 1686765180000, ""eventIndex"": 87, ""extrinsicIndex"": 3}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,312,7178000000000,{'$numberDecimal': '7178000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,1eMGwHEaertoHK4GFvY7X4y3qZzEQ13nTdz8G7SAzXnDH2G,16082768.0,"Decoded 2023 Viewing Party in Sao Paulo, Brazil","{'parentBounty': 17, 'value': 7178000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '1eMGwHEaertoHK4GFvY7X4y3qZzEQ13nTdz8G7SAzXnDH2G', 'unlockAt': 16082768}}}","{""indexer"": {""blockHeight"": 16123568, ""blockHash"": ""0xbd2774fe4a0fcf0102f5c1c60e701764b87d1a03aff5464e7b88ee057bdb5c38"", ""blockTime"": 1687704540000, ""eventIndex"": 41, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,3418.34438,4.762251847796332
"{""blockHeight"": 15967350, ""blockHash"": ""0x449afc8c6722237ee24968cea87afaafd085fe9eeaae3abd54b4815286491f45"", ""blockTime"": 1686765180000, ""eventIndex"": 82, ""extrinsicIndex"": 3}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,311,10582000000000,{'$numberDecimal': '10582000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,13H9Z6R1GaWnx7nvX1hgFXPCpzFb76kKEJ3jvy741yJkrz8g,16082768.0,"Decoded 2023 Viewing Party in Stamford Connecticut, USA","{'parentBounty': 17, 'value': 10582000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '13H9Z6R1GaWnx7nvX1hgFXPCpzFb76kKEJ3jvy741yJkrz8g', 'unlockAt': 16082768}}}","{""indexer"": {""blockHeight"": 16100057, ""blockHash"": ""0x0347a2a79630df4ce54710e3f2b4890bed78f590d25cbf822deeb4891e0b07f7"", ""blockTime"": 1687563276000, ""eventIndex"": 42, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,5039.41491,4.762251847796332
"{""blockHeight"": 15967350, ""blockHash"": ""0x449afc8c6722237ee24968cea87afaafd085fe9eeaae3abd54b4815286491f45"", ""blockTime"": 1686765180000, ""eventIndex"": 77, ""extrinsicIndex"": 3}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,310,8804000000000,{'$numberDecimal': '8804000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,123LuJKS65HaBbLSdDS46ByeC7bvQwA1iUhTpmjigQAfUKpK,16082768.0,"Decoded 2023 Viewing Party in Budapest, Hungary","{'parentBounty': 17, 'value': 8804000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '123LuJKS65HaBbLSdDS46ByeC7bvQwA1iUhTpmjigQAfUKpK', 'unlockAt': 16082768}}}","{""indexer"": {""blockHeight"": 16164135, ""blockHash"": ""0x133407c99a9c617aa0edb5bc3ec0fb7339b567e2a8edc828dbaf764123ea9f2b"", ""blockTime"": 1687948410000, ""eventIndex"": 39, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,4192.68653,4.762251847796332
"{""blockHeight"": 15967350, ""blockHash"": ""0x449afc8c6722237ee24968cea87afaafd085fe9eeaae3abd54b4815286491f45"", ""blockTime"": 1686765180000, ""eventIndex"": 72, ""extrinsicIndex"": 3}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,309,9100000000000,{'$numberDecimal': '9100000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,12CHAK3YxJG5pGW6JAGp6Daj8ruRfPwCNbPM7jU8mC2zh2qD,16082781.0,"Decoded 2023 Viewing Party in Belgrade, Serbia","{'parentBounty': 17, 'value': 9100000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '12CHAK3YxJG5pGW6JAGp6Daj8ruRfPwCNbPM7jU8mC2zh2qD', 'unlockAt': 16082781}}}","{""indexer"": {""blockHeight"": 16093833, ""blockHash"": ""0x5cf69e8ddbfa25c7b65810acd366bf99a958096659a419e99564f124fb31dc57"", ""blockTime"": 1687525890000, ""eventIndex"": 40, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,4333.64918,4.762251847796332
"{""blockHeight"": 15967350, ""blockHash"": ""0x449afc8c6722237ee24968cea87afaafd085fe9eeaae3abd54b4815286491f45"", ""blockTime"": 1686765180000, ""eventIndex"": 67, ""extrinsicIndex"": 3}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,308,7830000000000,{'$numberDecimal': '7830000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,13pbJnmDtgzcmjWSkpsazznFzsFNbMvKwsktxqgHtyJqXRhu,16082781.0,"Decoded 2023 Viewing Party in Montreal, Quebec, Canada","{'parentBounty': 17, 'value': 7830000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '13pbJnmDtgzcmjWSkpsazznFzsFNbMvKwsktxqgHtyJqXRhu', 'unlockAt': 16082781}}}","{""indexer"": {""blockHeight"": 16087812, ""blockHash"": ""0x7e2caf04b1939f601385da306373b20dd44b1213caf94318e9ab0e9225762ce0"", ""blockTime"": 1687489746000, ""eventIndex"": 41, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,3728.8432,4.762251847796332
"{""blockHeight"": 15967346, ""blockHash"": ""0xbc9f127a7e4d1ffdb40c9dd2e280fd54955ebf9796b06d4ed45eeb77d9e892d7"", ""blockTime"": 1686765156000, ""eventIndex"": 63, ""extrinsicIndex"": 2}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,307,9740000000000,{'$numberDecimal': '9740000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,13pbJnmDtgzcmjWSkpsazznFzsFNbMvKwsktxqgHtyJqXRhu,16082768.0,Decoded Viewing Party - Ashley Wright - Toronto Canada,"{'parentBounty': 17, 'value': 9740000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '13pbJnmDtgzcmjWSkpsazznFzsFNbMvKwsktxqgHtyJqXRhu', 'unlockAt': 16082768}}}","{""indexer"": {""blockHeight"": 16087848, ""blockHash"": ""0xc151223730462f7ea363f95ccd4eea5eccf4b147c6e7fc22ec56bb9808ba9175"", ""blockTime"": 1687489962000, ""eventIndex"": 41, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,4633.27781,4.756958736816135
"{""blockHeight"": 15967346, ""blockHash"": ""0xbc9f127a7e4d1ffdb40c9dd2e280fd54955ebf9796b06d4ed45eeb77d9e892d7"", ""blockTime"": 1686765156000, ""eventIndex"": 58, ""extrinsicIndex"": 2}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,306,9110000000000,{'$numberDecimal': '9110000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,15G4hfDNtNhRc82As8Ep2YfvpM5xVdX7De3P9qSdHerGA6wC,16082768.0,"Decoded Viewing Party - Tashkent, Uzbekistan - Alex PromoTeam","{'parentBounty': 17, 'value': 9110000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '15G4hfDNtNhRc82As8Ep2YfvpM5xVdX7De3P9qSdHerGA6wC', 'unlockAt': 16082768}}}","{""indexer"": {""blockHeight"": 16106035, ""blockHash"": ""0x1e4091fba27f5c3a72b6d727cb0b016af29285bae063d6bafdd22257690d7875"", ""blockTime"": 1687599162000, ""eventIndex"": 41, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,4333.58941,4.756958736816135
"{""blockHeight"": 15967346, ""blockHash"": ""0xbc9f127a7e4d1ffdb40c9dd2e280fd54955ebf9796b06d4ed45eeb77d9e892d7"", ""blockTime"": 1686765156000, ""eventIndex"": 53, ""extrinsicIndex"": 2}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,305,7670000000000,{'$numberDecimal': '7670000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,1eMGwHEaertoHK4GFvY7X4y3qZzEQ13nTdz8G7SAzXnDH2G,16082768.0,Decoded Viewing Party - Rio de Janeiro - Raphael Kling,"{'parentBounty': 17, 'value': 7670000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '1eMGwHEaertoHK4GFvY7X4y3qZzEQ13nTdz8G7SAzXnDH2G', 'unlockAt': 16082768}}}","{""indexer"": {""blockHeight"": 16123593, ""blockHash"": ""0xf30168dc7a3be3b7b57ec22e27f5722b46ec6a2ad382e78d3e11b1b4df4bcacf"", ""blockTime"": 1687704690000, ""eventIndex"": 40, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,3648.58735,4.756958736816135
"{""blockHeight"": 15967346, ""blockHash"": ""0xbc9f127a7e4d1ffdb40c9dd2e280fd54955ebf9796b06d4ed45eeb77d9e892d7"", ""blockTime"": 1686765156000, ""eventIndex"": 48, ""extrinsicIndex"": 2}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,304,9580000000000,{'$numberDecimal': '9580000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,14Uypo3euFeeVJYnUpExxSLbPrc57NTTKzbYHUA6Y5CmUKmr,16082768.0,Decoded Viewing Party - Aba Nigeria - Malize fred,"{'parentBounty': 17, 'value': 9580000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '14Uypo3euFeeVJYnUpExxSLbPrc57NTTKzbYHUA6Y5CmUKmr', 'unlockAt': 16082768}}}","{""indexer"": {""blockHeight"": 16102811, ""blockHash"": ""0x266f86fe446ee167ed31b0496bd3ca7c05104067be56561dc4f391aa6cad70c3"", ""blockTime"": 1687579812000, ""eventIndex"": 64, ""extrinsicIndex"": 4}, ""state"": ""Claimed""}",True,5,0.0,4557.16647,4.756958736816135
"{""blockHeight"": 15967346, ""blockHash"": ""0xbc9f127a7e4d1ffdb40c9dd2e280fd54955ebf9796b06d4ed45eeb77d9e892d7"", ""blockTime"": 1686765156000, ""eventIndex"": 43, ""extrinsicIndex"": 2}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,303,56390000000000,{'$numberDecimal': '56390000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,157CJLc4aa5zV7gij54DJCHGactsWcxbpnbRhY4p82dCW2KQ,16082768.0,Polkadot Decoded extraordinary Side Event 2023 - Dubai - Hatem,"{'parentBounty': 17, 'value': 56390000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '157CJLc4aa5zV7gij54DJCHGactsWcxbpnbRhY4p82dCW2KQ', 'unlockAt': 16082768}}}","{""indexer"": {""blockHeight"": 16083318, ""blockHash"": ""0xba10110cb7ba73705512e9d0c592136173206fc6f30042a667844fd136507fb5"", ""blockTime"": 1687462752000, ""eventIndex"": 40, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,26824.49032,4.756958736816135
"{""blockHeight"": 15967118, ""blockHash"": ""0x677a3bafd6dcac26dc9b837a74bb4a27bc9db8322a831c76f3473972ad6bc208"", ""blockTime"": 1686763788000, ""eventIndex"": 84, ""extrinsicIndex"": 3}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,302,8430000000000,{'$numberDecimal': '8430000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,165n5jnbbkjZNyWaGMDaPzFARr3R89wb7eNtaG9erz2HUyey,16082550.0,"Decoded 2023 Viewing Party in Bali, Indonesia","{'parentBounty': 17, 'value': 8430000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '165n5jnbbkjZNyWaGMDaPzFARr3R89wb7eNtaG9erz2HUyey', 'unlockAt': 16082550}}}","{""indexer"": {""blockHeight"": 16088258, ""blockHash"": ""0x2aa0c7b8bbd79296584c28cd8caa3dedef6425563559f9dc5e587e718b9f3d70"", ""blockTime"": 1687492422000, ""eventIndex"": 39, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,4003.14689,4.748691442055709
"{""blockHeight"": 15967118, ""blockHash"": ""0x677a3bafd6dcac26dc9b837a74bb4a27bc9db8322a831c76f3473972ad6bc208"", ""blockTime"": 1686763788000, ""eventIndex"": 79, ""extrinsicIndex"": 3}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,301,10270000000000,{'$numberDecimal': '10270000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,12mvRSJUwpf6VfWLmgEJjcQgzzh2bCTSvFDwrykmijdzqS5m,16082550.0,Decoded 2023 Viewing Party in Singapore,"{'parentBounty': 17, 'value': 10270000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '12mvRSJUwpf6VfWLmgEJjcQgzzh2bCTSvFDwrykmijdzqS5m', 'unlockAt': 16082550}}}","{""indexer"": {""blockHeight"": 16108150, ""blockHash"": ""0x01a40872fb7632a10e194d1c3363bede6e64e0251907846f519c8985045c4b9e"", ""blockTime"": 1687611876001, ""eventIndex"": 40, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,4876.90611,4.748691442055709
"{""blockHeight"": 15967118, ""blockHash"": ""0x677a3bafd6dcac26dc9b837a74bb4a27bc9db8322a831c76f3473972ad6bc208"", ""blockTime"": 1686763788000, ""eventIndex"": 74, ""extrinsicIndex"": 3}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,300,7280000000000,{'$numberDecimal': '7280000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,1A3CAKernZo3hGaQYNmfuhK1wLG51VPhV95VH7NrHPVAk8M,16082550.0,"Decoded 2023 Viewing Party in Goma, DRC","{'parentBounty': 17, 'value': 7280000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '1A3CAKernZo3hGaQYNmfuhK1wLG51VPhV95VH7NrHPVAk8M', 'unlockAt': 16082550}}}","{""indexer"": {""blockHeight"": 16134972, ""blockHash"": ""0x266c3ec37328652f4ef08d2c8c490f5ed99e25a3a591e9cb605e8f31da9ef8c5"", ""blockTime"": 1687772994000, ""eventIndex"": 46, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,3457.04737,4.748691442055709
"{""blockHeight"": 15967118, ""blockHash"": ""0x677a3bafd6dcac26dc9b837a74bb4a27bc9db8322a831c76f3473972ad6bc208"", ""blockTime"": 1686763788000, ""eventIndex"": 69, ""extrinsicIndex"": 3}",17,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,299,10520000000000,{'$numberDecimal': '10520000000000'},0.0,15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW,1KYJX482SpWZXLwtmspF3HiK3TQjms1jH67i4PqENfzYsoC,16082550.0,"Decoded 2023 Viewing Party in Madrid, Spain","{'parentBounty': 17, 'value': 10520000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15Ndq3mvW2ixPBwReQC1J6j3txiHygapoT4ABXQswMr9NCvW', 'beneficiary': '1KYJX482SpWZXLwtmspF3HiK3TQjms1jH67i4PqENfzYsoC', 'unlockAt': 16082550}}}","{""indexer"": {""blockHeight"": 16084116, ""blockHash"": ""0xfd2d114965696f30a18d40ede433183a37c9301df261026dd1d3b35186181862"", ""blockTime"": 1687467546000, ""eventIndex"": 42, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,4995.6234,4.748691442055709
